EEG_ch0_skewness,EEG_ch0_kurtosis,EEG_ch0_zero_crossings,EEG_ch0_hjorth_mobility,EEG_ch0_hjorth_complexity,EEG_ch0_spectral_entropy,EEG_ch0_spectral_edge_freq_95,EEG_ch0_rbpr_delta_alpha,EEG_ch0_rbpr_theta_beta,EEG_ch0_rbpr_delta_theta_alpha_beta,EEG_ch0_delta_relative,EEG_ch0_alpha_relative,EEG_ch0_A5_entropy,EEG_ch0_slow_fast_ratio,EEG_ch1_skewness,EEG_ch1_kurtosis,EEG_ch1_zero_crossings,EEG_ch1_hjorth_mobility,EEG_ch1_hjorth_complexity,EEG_ch1_spectral_entropy,EEG_ch1_spectral_edge_freq_95,EEG_ch1_rbpr_delta_alpha,EEG_ch1_rbpr_theta_beta,EEG_ch1_rbpr_delta_theta_alpha_beta,EEG_ch1_delta_relative,EEG_ch1_alpha_relative,EEG_ch1_beta_relative,EEG_ch1_D4_entropy,EEG_ch1_D5_entropy,EEG_ch1_A5_entropy,EEG_ch1_slow_fast_ratio,EOG_ch0_blink_count,EOG_ch0_rem_zero_crossings,EOG_ch1_blink_count,EOG_ch1_rem_zero_crossings,EMG_hf_ratio
0.3476956172118637,6.942418393002434,445.0,0.2606279388304842,2.807636226622011,2.337717803777823,14.6484375,5.034514047726635,0.5824032961088041,2.6363273390738304,0.6329144049976169,0.12571509365107703,4.272805870475095,6.4571388162240995,-0.07700884126541227,0.6001499045629348,598.0,0.5002974797699147,1.6071811357386405,3.6389883798360976,20.01953125,0.807736844879659,0.1876054783139788,0.40949124003814663,0.20343204648610924,0.251854360458718,0.45203392652810187,6.532019120450366,7.214218372192738,4.556864175683009,2.2939356238652002,18.0,94.0,20.0,99.0,0.588570259098505
-0.989826371480451,12.563585652511444,465.0,0.3215933462196763,2.2935022420343505,2.781289246778459,16.11328125,2.299147764407965,0.3210549334345831,1.1658873722379175,0.45010771689458945,0.1957715479894321,4.2137806641687865,4.2620695314875405,-0.019076638832387596,2.3441866060049765,637.0,0.5018488803149528,1.5311590752897724,3.5406606900923387,19.04296875,0.8842664048382017,0.20541023629615351,0.4710727465937757,0.23398683052537564,0.264611240735974,0.41155858404637,6.531096068477435,7.216780061838882,4.39116059669178,1.37609164851361,14.0,81.0,17.0,73.0,0.56413330128903
0.11987069845545426,0.4999387084687368,579.0,0.4573407897078399,1.6565625633276564,3.546049377979506,18.5546875,1.1954273288901993,0.41482504184168073,0.6942723896802261,0.24708749163114457,0.2066938622363047,4.423103695415614,2.0183574939936353,0.17516220562511856,1.153038668336471,618.0,0.504895828685847,1.5419259312818985,3.6835718732922875,19.53125,0.7830566770449322,0.25220662330120136,0.4159939693073542,0.1687936099405211,0.21555733433946012,0.4830840766683177,6.572225383783139,7.259281853657029,4.510100082816792,1.7333346279336364,13.0,80.0,10.0,94.0,0.568704151185915
-0.34184094307168644,1.6597904880634822,571.0,0.4241774906765855,1.7886597017320556,3.359459788620527,18.06640625,1.3708488489016353,0.3981144448985063,0.783532151491519,0.30198177516219993,0.22028816335525003,4.397593381228455,2.022952313975344,-0.1301584271583403,1.6895206377038638,517.0,0.4720013727188333,1.5989903251003852,3.517361115002748,18.5546875,1.137695131768437,0.34041170113099817,0.6722525782369566,0.28130687119267705,0.24726032777815685,0.3468092278195997,6.441406267258004,7.175487057933829,4.484216575880064,1.7397985418627386,19.0,80.0,18.0,88.0,0.5726395578825906
-0.43870828947555085,2.8099723616164525,527.0,0.4542378031805279,1.6935122967645977,3.274842910004287,18.5546875,1.4273189948954437,0.2526649278735787,0.7396740324942894,0.3350967418510027,0.23477354610246026,4.493353233765695,1.83794019408645,0.029058965575275774,1.6187706075969182,615.0,0.5309018552492208,1.4632992625036723,3.6124470561760527,19.53125,0.8287416875341993,0.22074580194423488,0.46082130743555283,0.22101802912610988,0.2666910962132446,0.40870929038302123,6.491406682633556,7.210458935964963,4.415089224564389,1.5297956244603916,17.0,91.0,18.0,103.0,0.6033648873220341
1.201621802811249,9.67079257278698,544.0,0.3154936713922785,2.4386600142701575,2.507736919162279,16.11328125,4.648223617063506,0.24433023712489363,1.8955798314659267,0.5999556364269932,0.12907202532695972,4.167886969743705,7.211337710366948,-1.1313210046548108,9.699491885482876,473.0,0.3132086088098167,2.3370853827965763,2.6755101095468015,15.625,3.074187845159891,0.4142832213322021,1.7997223652181034,0.5701309447361746,0.18545741947220587,0.17060228170936964,6.472948804892079,7.178167158412558,4.2611701330786484,3.859821885101747,13.0,83.0,12.0,79.0,0.48014438017068795
-0.12213720049421159,0.7935959134854924,1226.0,0.9751332890821494,1.2926746591474267,4.251321851733833,35.15625,0.9227475493729115,0.0663618898816764,0.17384644951078512,0.08225201740492347,0.08913815860125662,4.44252186330394,3.8054041726657357,0.056720889580455465,0.9605537500387018,1271.0,1.0176348434084108,1.2842478280727871,4.274828036341287,35.64453125,1.2149386512150884,0.07629565261681658,0.20536771725962918,0.08755949140505075,0.07206906399551982,0.5637070457391515,6.54906282814634,7.227028630414651,4.325552215549313,4.892750312320011,13.0,95.0,13.0,87.0,0.5286238078339017
-0.6762620027794937,3.9275212331929357,522.0,0.4585486343520721,1.7085086408773533,3.1697496255328494,18.06640625,2.5819683942584994,0.261465418355832,0.8911506002036459,0.3666074601526941,0.14198758628026426,4.421904765652938,2.404224638148506,-0.10890419223061182,3.0298807825480374,559.0,0.41290258558464765,1.8469656669250154,3.124566975466696,17.578125,1.81850321546507,0.28825569951803276,0.8762397421508726,0.3693129210064766,0.20308620730815002,0.3254522252398569,6.5215001611777135,7.232862278002151,4.421337787788656,2.737279702521787,16.0,91.0,11.0,93.0,0.5322723601150529
0.20475910843994344,1.400925701841481,588.0,0.47211963231985715,1.6328956749425614,3.4570261089887424,18.5546875,1.345311844249411,0.39717375591289955,0.7869067520395264,0.30451303577917466,0.22635126352364154,4.460420309669607,1.5737463597781218,0.24257232955877797,1.1408630456369337,616.0,0.5106585052454187,1.5514817865484616,3.5341372671406432,19.04296875,1.5171344591084586,0.265347163111372,0.6228964651842409,0.2635417101841888,0.17371018672864277,0.43445266989435943,6.552935023519965,7.238775884263965,4.458353017257929,2.1228353153418706,13.0,76.0,13.0,91.0,0.5071404512394349
-0.4652022092573966,2.7236615253818677,488.0,0.3837243753580211,1.9116552836764529,3.253992137367698,17.08984375,1.1881586246526756,0.4482822023042951,0.7683869607480976,0.2854965491677511,0.2402848771570445,4.412866768919817,2.3402418486101073,0.06490515977952463,2.8742240205253777,604.0,0.43334950914387865,1.7674880902476293,3.2729991809269428,18.06640625,1.3585665927953927,0.274373349483013,0.6768533107229306,0.2973045874589976,0.21883696319019766,0.37066209198482775,6.566889856425844,7.2474706850236625,4.291967550501486,2.2351249557450448,10.0,77.0,15.0,79.0,0.544522146701418
